ASIN,Title,URL,Price
B07WNRN9WQ,"Glocusent LED Neck Reading Light, Book Light for Reading in Bed, 3 Colors, 6 Brightness Levels, Bendable Arms, Rechargeable, Long Lasting, Perfect for Reading, Knitting, Camping, Repairing",https://www.amazon.com/dp/B07WNRN9WQ,$21.99
B00NX0WXQI,"Utopia Bedding Queen Bed Sheets Set - 4 Piece Bedding - Brushed Microfiber - Shrinkage and Fade Resistant - Easy Care (Queen, Grey)",https://www.amazon.com/dp/B00NX0WXQI,$19.95
B07622VSV3,"Swiffer Sweeper Dry Mop Refills for Floor Mopping and Cleaning, All Purpose Floor Cleaning Product, Unscented, 52 Count (Packaging May Vary)",https://www.amazon.com/dp/B07622VSV3,$14.44
B001R1RXUG,"Honeywell Turboforce Fan, Ht-900, 11 inch",https://www.amazon.com/dp/B001R1RXUG,$16.00
B004YK2KSM,"Pacific Blue Select Multifold Premium 2-Ply Paper Towels by GP PRO (Georgia-Pacific), White, 21000, 125 Paper Towels Per Pack, 16 Packs Per Case",https://www.amazon.com/dp/B004YK2KSM,$40.55
B08ZBDK8BT,"O-Cedar EasyWring RinseClean Microfiber Spin Mop & Bucket Floor Cleaning System, Grey",https://www.amazon.com/dp/B08ZBDK8BT,$49.97
B082KP92DF,"AmazerBath Shower Curtain Liner, 72x72 Clear Shower Curtain Liner, Waterproof Plastic Shower Liner, Cute Lightweight PEVA Shower Curtain for Bathroom with 3 Magnets and 12 Rustproof Metal Grommets",https://www.amazon.com/dp/B082KP92DF,$6.57
B003IS3HV0,"Leather Honey Leather Conditioner, Best Leather Conditioner Since 1968. For Use on Leather Apparel, Furniture, Auto Interiors, Shoes, Bags and Accessories. Non-Toxic and Made in the USA!",https://www.amazon.com/dp/B003IS3HV0,$16.99
B081J7SBP4,"downluxe Waterproof Clear Shower Curtain Liner - PEVA Lightweight Plastic Shower Liner with 3 Magnets, Shower Curtains for Bathroom, 72"" x 72"", Clear",https://www.amazon.com/dp/B081J7SBP4,$6.99
B0055521W0,"GermGuardian Filter B HEPA Pure Genuine Air Purifier Replacement Filter, Removes 99.97% of Pollutants for AC4825, AC4300, AC4900, AC4825DLX, AC4850, CDAP4500, AP2200, Black/Yellow, FLT4825",https://www.amazon.com/dp/B0055521W0,$25.99
B00B9CTFWW,"Dixie Ultra, Large Paper Plates, 10 Inch, 100 Count, 3X Stronger*, Heavy Duty, Microwave-Safe, Soak-Proof, Cut Resistant, Great For Heavy, Messy Meals",https://www.amazon.com/dp/B00B9CTFWW,$14.49
B0B41NL1JC,"Vegetable Chopper, Pro Onion Chopper, 14 in 1Multifunctional Food Chopper, Kitchen Vegetable Slicer Dicer Cutter,Veggie Chopper With 8 Blades,Carrot Chopper With Container (Grey)",https://www.amazon.com/dp/B0B41NL1JC,$21.98
B09F8J3932,"Noalto Reusable K Cups and Coffee Pods,Universal stainless steel k Cups for Keurig 2.0 and 1.0 Coffee Makers machine(2pack)",https://www.amazon.com/dp/B09F8J3932,$15.98
B002MPPYVQ,Mold Armor Do It Yourself Mold Test Kit,https://www.amazon.com/dp/B002MPPYVQ,$9.87
B01FXN3E74,"Brita Everyday Water Filter Pitcher, BPA-Free Water Pitcher, Replaces 1,800 Plastic Water Bottles a Year, Lasts Two Months or 40 Gallons, Includes 1 Filter, Kitchen Accessories, Large - 10-Cup",https://www.amazon.com/dp/B01FXN3E74,$28.39
B083LMRXJC,MIULEE Throw Pillow Insert Premium Pillow Stuffer Sham Rectangle for Decorative Cushion Bed Couch Sofa 12x20 Inch,https://www.amazon.com/dp/B083LMRXJC,$9.99
B0815BLNX1,"Gorilla Grip 8 Pack Rug Gripper Pads, Keep Area Rugs Corners from Curling and Bunching, Reusable Dual-Sided Flexible Sticky Pad, Grips Floor Underlayment, Hold Carpet in Place on Hardwood Floors",https://www.amazon.com/dp/B0815BLNX1,$13.99
B077K2FMNQ,"Glade PlugIns Refills Air Freshener, Scented and Essential Oils for Home and Bathroom, Cashmere Woods, 3.35 Fl Oz, 5 Count",https://www.amazon.com/dp/B077K2FMNQ,$11.98
B00BG53EF6,"Brita Standard Water Filter, BPA-Free, Replaces 1,800 Plastic Water Bottles a Year, Lasts Two Months or 40 Gallons, Includes 2 Filters, Kitchen Essential",https://www.amazon.com/dp/B00BG53EF6,$14.99
B00T4RH8E6,"Hamilton Beach (76606ZA) Smooth Touch Electric Automatic Can Opener with Easy Push Down Lever, Opens All Standard-Size and Pop-Top Cans, Extra Tall, Black and Chrome",https://www.amazon.com/dp/B00T4RH8E6,$32.85
B0C2HPB1N7,"3 Pack Compatible with Stanley 30&40 Oz Tumbler, 10mm Cloud Shape Straw Covers Cover, Cute Silicone Cloud Straw Covers, Straw Protectors, Soft Silicone for 10mm Straws",https://www.amazon.com/dp/B0C2HPB1N7,$4.99
B0869D64HL,INTEX Dura-Beam Deluxe Comfort-Plush Luxury Air Mattress: Fiber-Tech Construction – Built-in Electric Pump – Dual-Layer Comfort Top – Velvety Sleeping Surface – Carry Bag Included,https://www.amazon.com/dp/B0869D64HL,$49.99
B09R4V1VLZ,"Brawny® Tear-A-Square® Paper Towels, 6 Triple Rolls = 18 Regular Rolls",https://www.amazon.com/dp/B09R4V1VLZ,$19.49
B0888TC1S7,"KitchenAid Measuring Cups, Set Of 4, Aqua Sky",https://www.amazon.com/dp/B0888TC1S7,$3.99
B0BYMK5VKD,"4-Pack Damp Clean Duster Sponge, Sponge Cleaning Brush, Duster for Cleaning Blinds, Glass, Baseboards, Vents, Railings, Mirrors,Window Track Grooves and Faucets（Gray）",https://www.amazon.com/dp/B0BYMK5VKD,$9.99
B087RLL1J5,"GLAD ForceFlex Tall Kitchen Drawstring Trash Bags, 13 Gallon White Trash Bag for Kitchen Trash Can, Gain Moonlight Breeze with Febreze Freshness and Leak Protection, 110 Count (Package May Vary)",https://www.amazon.com/dp/B087RLL1J5,$29.69
B0BGQL5B3Q,"LEGO Icons Wildflower Bouquet Set - Artificial Flowers with Poppies and Lavender, Adult Collection, Unique Mother's Day Decoration, Botanical Piece for Anniversary or Gift for Mother's Day, 10313",https://www.amazon.com/dp/B0BGQL5B3Q,
B085NDYY1P,"Gravity Electric Pepper and Salt Grinder Set, Adjustable Coarseness, Battery Powered with LED Light, One Hand Automatic Operation, Stainless Steel Black, 2 Pack",https://www.amazon.com/dp/B085NDYY1P,$19.99
B01FXROXFW,"Utopia Bedding Full Body Pillow for Adults (White, 20 x 54 Inch), Long Pillow for Sleeping, Large Pillow Insert for Side Sleepers",https://www.amazon.com/dp/B01FXROXFW,$22.99
B0765CN7CM,"Reynolds Kitchens Slow Cooker Liners, Regular (Fits 3-8 Quarts), 6 Count (Pack of 2), 12 Total",https://www.amazon.com/dp/B0765CN7CM,$6.96
B0BN5VRGS6,"MIULEE Pillow Insert 12x20 Inch, Decorative Rectangle Throw Pillow Inserts, Premium Fluffy Pillow Forms Sham Stuffer for Sofa Couch Living Room",https://www.amazon.com/dp/B0BN5VRGS6,$8.99
B01F5K9YNS,"Gorilla Grip Patented Shower and Bathtub Mat, 35x16, Long Bath Tub Floor Mats, Suction Cups and Drainage Holes Keeps Floors Clean, Machine Washable, Soft on Feet, Bathroom and Spa Accessories, Clear",https://www.amazon.com/dp/B01F5K9YNS,$22.99
B07C4BMSH4,Reli. 55-60 Gallon Trash Bags Heavy Duty | 150 Bags | 50-60 Gallon | Large Black Garbage Bags | Made in USA,https://www.amazon.com/dp/B07C4BMSH4,$49.99
B088VTQRBY,"Comfy Package, Flexible Disposable Plastic Drinking Straws - 7.75"" High - Assorted Colors Striped [200 Pack]",https://www.amazon.com/dp/B088VTQRBY,$6.99
B07S98411N,"Ninja 12-Cup Programmable Coffee Brewer, 2 Brew Styles, Adjustable Warm Plate, 60oz Water Reservoir, Delay Brew - Black/Stainless Steel",https://www.amazon.com/dp/B07S98411N,$69.99
B0CKR255GV,Lunch box Lunch bag for men women Large capacity Lunchbox Reusable Lunch bags Insulated Lunch bag Lunch box cooler (Black),https://www.amazon.com/dp/B0CKR255GV,$5.99
B07LGDJ35M,"Comfy Package, Jumbo Plastic Smoothie Straws - 8.5"" High - Assorted Colors [100 Count]",https://www.amazon.com/dp/B07LGDJ35M,$7.99
B09VLD3F3P,"Toilet Paper Holder Stand, Storage Cabinet Beside Toilet for Small Space Bathroom with Toilet Roll Holder, White by AOJEZOR",https://www.amazon.com/dp/B09VLD3F3P,$23.48
B0C3QZ7SNF,"Cisily Sponge Holder for Kitchen Sink, Sink Caddy with High Brush Holder, Organzier Rustproof 304 Stainless Steel Dish Organizer Divider, Soap Dispenser Storage",https://www.amazon.com/dp/B0C3QZ7SNF,$19.99
B0BWR49R77,2 Pack Foil Curtain Backdrop Silver Metallic Tinsel Foil Fringe Curtains Photo Booth Props for Birthday Wedding Engagement Baby Shower Bachelorette Christmas Holiday Celebration Party Decorations,https://www.amazon.com/dp/B0BWR49R77,$5.99
B0CGRFJC9M,"Filtered Shower Head with Handheld, High Pressure Water Flow and Multiple Spray Modes Shower Head with Filter, Power Wash for Hard Water, Showerhead with ON/OFF Switch for Pets Bath",https://www.amazon.com/dp/B0CGRFJC9M,$25.99
B08DJ2P6SR,FDW Garbage Can 13 Gallon 50 Liter Kitchen Trash Can for Bathroom Bedroom Home Office Automatic Touch Free High-Capacity with Lid Brushed Stainless Steel Waste Bin,https://www.amazon.com/dp/B08DJ2P6SR,$52.50
B0BQHV84H6,"BAYKA Floating Shelves, Wall Mounted Rustic Wood Shelves for Bathroom, Bedroom, Living Room, Kitchen, Small Hanging Shelf for Books/Storage/Room Decor with 22lbs Capacity (Black, Set of 3, 16in)",https://www.amazon.com/dp/B0BQHV84H6,$24.99
B0C7FLJXWM,"PUR PLUS Water Pitcher & Dispenser Replacement Filter 3-Pack, Genuine PUR Filter, 3-in-1 Powerful Filtration for More Chemical & Physical Substance Reduction, 6-Month Value, Blue (CRF950Z3)",https://www.amazon.com/dp/B0C7FLJXWM,$24.99
B0C8B9V7HR,"BLACK+DECKER CM0915BKD 12-Cup Coffee Maker with Easy On/Off Switch, Easy Pour, Non-Drip Carafe with Removable Filter Basket, Black",https://www.amazon.com/dp/B0C8B9V7HR,$24.99
B07GX6TRQX,Swedish Dishcloth Cellulose Sponge Cloths – Bulk 10 Pack of Eco-Friendly No Odor Reusable Cleaning Cloths for Kitchen – Absorbent Dish Cloth Hand Towel (10 Dishcloths – Assorted),https://www.amazon.com/dp/B07GX6TRQX,$16.75
B0C8611GZV,Veken 12 Inch High Pressure Rain Shower Head Combo with Extension Arm- Wide Rainfall Showerhead with 5 Handheld Water Spray - Adjustable Dual Showerhead with Anti-Clog Nozzles - Silver Chrome,https://www.amazon.com/dp/B0C8611GZV,$58.99
B07TJ73MG4,"KICNIC Balloon Arch Strip Kit for Garland, 32.8 Feet Balloon Tape Strips and 200 Glue Point Dot Stickers for Party Wedding Birthday Baby Shower Decorations",https://www.amazon.com/dp/B07TJ73MG4,$3.98
B08QD33PZ2,"Mr. Coffee® 5-Cup Mini Brew Switch Coffee Maker, Black",https://www.amazon.com/dp/B08QD33PZ2,$24.99
B08MDYFTS1,"KeaBabies 3-Pack Organic Baby Swaddle Sleep Sacks - Newborn Swaddle Sack, Ergonomic Baby Swaddles 0-3 Months, Swaddles for Newborns,Baby Sleep Sack, Baby Swaddle Blanket Wrap, Baby Essentials(Nordic)",https://www.amazon.com/dp/B08MDYFTS1,$23.97
B0C4TRGP4F,"4 Pack Damp Dusting Sponge Duster, Grey Dust Cleaning Sponge, Reusable Household Cleaning Sponge Tool for Blinds, floorboards, Fan Blades, Vents, Glass, Railings, Mirrors",https://www.amazon.com/dp/B0C4TRGP4F,$8.09
B08FWNCNH9,"4-in-1 Knife Sharpener [4 stage] with a Pair of Cut-Resistant Glove, Original Premium Polish Blades, Best Kitchen Knife Sharpener Really Works for Ceramic and Steel Knives, Scissors.",https://www.amazon.com/dp/B08FWNCNH9,$12.99
B01D5TM5QE,"FoodSaver Vacuum Sealer Bags, Rolls for Custom Fit Airtight Food Storage and Sous Vide, 11"" x 16' (Pack of 3)",https://www.amazon.com/dp/B01D5TM5QE,$29.99
B08FSSP2N2,"Caperci Standard Natural Cupcake Liners 500 Count, No Smell, Food Grade & Grease-Proof Baking Cups Paper",https://www.amazon.com/dp/B08FSSP2N2,$6.99
B01261VEOG,"Secura Electric Wine Opener, Automatic Electric Wine Bottle Corkscrew Opener with Foil Cutter, Rechargeable (Stainless Steel)",https://www.amazon.com/dp/B01261VEOG,$21.20
B004QM8W5S,Lodge Silicone Hot Handle Holder - Red Heat Protecting Silicone Handle Cast Iron Skillets with Keyhole Handle,https://www.amazon.com/dp/B004QM8W5S,$6.03
B0BLKD3H7V,"8 Pack Large Strong Moving Bags with Zippers & Carrying Handles - Water-Resistant - Heavy Duty Tote for Space Saving Storage, Fold Flat, Alternative to Moving Box (Clear)",https://www.amazon.com/dp/B0BLKD3H7V,$39.98
B0CKLQM41B,"Mr. Pen- Shaker Bottles for Protein Mixes, 28 oz, Shaker Bottle with Wire Whisk Ball, Protein Shaker Bottle, Shaker Cup, Protein Shaker, Protein Shake Bottle, Bottle Shaker, Shake Bottle",https://www.amazon.com/dp/B0CKLQM41B,$6.85
B00DIHVMEA,"Amazon Basics Polyurethane CD/DVD Binder, 400-capacity, Black",https://www.amazon.com/dp/B00DIHVMEA,$22.78
B07GNQJ67P,"Kenmore 53292 Type Q HEPA Replacement Dust Bags for Canister Vacuum 81214, 81414, 81714, 21814, BC2005, BC3005, 81615, BC7005, 6 Count (Pack of 1)",https://www.amazon.com/dp/B07GNQJ67P,$14.04
B0BB5ZBT42,"LED Desk lamp with Clamp, Eye-Caring Clip on Lights for Home Office, 3 Modes 10 Brightness, Long Flexible Gooseneck,Metal, Swing Arm Architect Task Table Lamps with USB Adapter, Black",https://www.amazon.com/dp/B0BB5ZBT42,$19.98
B087N6J7RY,"Thickened balloons, 120 PCS Balloons Assorted Colors, Latex Balloons for Kid's Birthday Party, Exquisite Rainbow Balloon, 12 Inches & 12 Kinds of Rianbow Colorful Party Balloons Decorations.",https://www.amazon.com/dp/B087N6J7RY,$7.89
B01BDQDIGM,"Munchkin® Step Diaper Pail Powered by Arm & Hammer, #1 in Odor Control, Award-Winning, Includes 1 Refill Ring and 1 Snap, Seal & toss Bag",https://www.amazon.com/dp/B01BDQDIGM,$59.99
B0BR5JHB3Z,"Touch Bedside Table Lamp, [Sleek Design & RGB Mode] 3 Way Dimmable Small Lamp for Bedroom, LED Lamp with Warm White Lights, Multi-Color Smart Nightstand Lamp for for Living Room Home Gifts",https://www.amazon.com/dp/B0BR5JHB3Z,$19.99
B0BSKQW2T2,"Paper Towel Holder - Self-Adhesive or Drilling, Matte Black Paper Towel Rack Under Cabinet for Kitchen, Upgraded Aluminum Kitchen Roll Holder - Lighter but Stronger Than Stainless Steel!",https://www.amazon.com/dp/B0BSKQW2T2,$7.99
B008M4PYZW,Zerowater Replacement Filters for Pitchers (2 Pack),https://www.amazon.com/dp/B008M4PYZW,$29.99
B08BPB9T1N,"Etekcity Food Scale, 11lb/0.1g, Digital Kitchen Scale with Detachable Bowl Weight Grams and Ounces for Coffee, Baking, Cooking, Large LCD Display Stainless Steel (Batteries Included)",https://www.amazon.com/dp/B08BPB9T1N,$16.99
B0B67J4HYM,"Air Fryer Disposable Paper Liner, 100PCS Food Grade Parchment Liners for Ninja DZ201,Ninja Foodi Dual Air Fryer Accessories Baking Paper (9 * 6, Natural)",https://www.amazon.com/dp/B0B67J4HYM,$11.99
B01JA5H7GK,"ZeroWater 12-Cup Ready-Pour 5-Stage Water Filter Pitcher 0 TDS for Improved Tap Water Taste - IAPMO Certified to Reduce Lead, Chromium, and PFOA/PFOS, 25 Liter, Blue",https://www.amazon.com/dp/B01JA5H7GK,$29.99
B09T3W63SD,"BELADOR Bathroom Rugs Sets 2 Piece - Plush Bath Mat Set Quick-Dry Soft Chenille Bathroom Mat with Rubber Backing, Absorbant Bathroom Rug Set, Washable Bath Rugs for Bathroom- Bath Mats 24x17 + 30x20",https://www.amazon.com/dp/B09T3W63SD,$13.08
B000TTSXNI,"Lasko Oscillating Ceramic Tower Space Heater for Home with Adjustable Thermostat, Timer and Remote Control, 22.5 Inches, Grey/Black, 1500W, 751320",https://www.amazon.com/dp/B000TTSXNI,$49.99
B09M7PF9RB,Comfy Package Clear Hard Plastic Shot Glasses [1 oz. - 100 Count] Disposable Shot Cups,https://www.amazon.com/dp/B09M7PF9RB,$5.71
B008J8MJIQ,"Hamilton Beach Food Processor & Vegetable Chopper for Slicing, Shredding, Mincing, and Puree, 10 Cups + Easy Clean Bowl Scraper, Black and Stainless Steel (70730)",https://www.amazon.com/dp/B008J8MJIQ,$54.99
B07R5DX6RQ,"Quilted Thicker Waterproof Changing Pad Liners by BlueSnail, 3 Count (Gray)",https://www.amazon.com/dp/B07R5DX6RQ,$15.95
B0B45XH44P,"Projection Alarm Clock, Digital Clock with 180° Rotatable Projector, 3-Level Brightness Dimmer, Clear LED Display, USB Charger, Progressive Volume, 9mins Snooze,12/24H, for Bedroom",https://www.amazon.com/dp/B0B45XH44P,$19.99
B07SDBYYQ2,"18 Piece Glass Food Storage Containers with Lids, Meal Prep Containers for Food Storage, BPA Free & Leak Proof (9 lids & 9 Containers)",https://www.amazon.com/dp/B07SDBYYQ2,$32.79
B07VRP39CV,"Amazer Plastic Shower Curtain Rings, Shower Curtain Hooks, 24 Pcs C Shaped Shower Hooks for Shower Curtain, Clear Shower Curtain Hooks for Bathroom",https://www.amazon.com/dp/B07VRP39CV,$6.94
B0C353845H,All Around Travel Tumbler with Handle Stainless Steel Double-Wall Vacuum Insulated,https://www.amazon.com/dp/B0C353845H,$39.95
B0BF7WR2XQ,"Cool Mist Humidifiers for Bedroom & Large Room (2.5L Water Tank) Quiet Ultrasonic Air Humidifier For Babies Nursery, Office, Indoor Plants & Whole House -Adjustable 360 Rotation Nozzle, Auto-Shut Off",https://www.amazon.com/dp/B0BF7WR2XQ,$19.99
B07C8V4FDR,"Cuisinart Bread Maker Machine, Compact and Automatic, Customizable Settings, Up to 2lb Loaves, CBK-110P1, Silver,Black",https://www.amazon.com/dp/B07C8V4FDR,$129.95
B09YGRM35C,"[130 Sets - 2 Oz ] Jello Shot Cups, Small Plastic Containers with Lids, Airtight and Stackable Portion Cups, Salad Dressing / Dipping Sauce Cups, Condiment Cups for Lunch, Party to Go, Trips",https://www.amazon.com/dp/B09YGRM35C,$9.99
B08JTW2ZCP,"Mounting Dream UL Listed TV Wall Mount for Most 42-84 Inch TV, Full Motion TV Mount with Swivel and Tilt, TV Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 600X400 mm, 100 lbs,MD2617",https://www.amazon.com/dp/B08JTW2ZCP,$55.99
B09MHFPW6H,"Gaiatop Mini Portable Fan, Powerful Handheld Fan, Cute Design 3 Speed Personal Small Desk Fan with Base, Lightweight Makeup USB Rechargeable Fan for Stylish Girl Women Travel Indoor Outdoor Pink",https://www.amazon.com/dp/B09MHFPW6H,$12.99
B075X416X8,"DuraHome Food Storage Containers with Lids 8oz, 16oz, 32oz Freezer Deli Cups Combo Pack, 44 Sets BPA-Free Leakproof Round Clear Takeout Container Meal Prep Microwavable, Airtight Lids (Mixed Sizes)",https://www.amazon.com/dp/B075X416X8,$22.91
B0BRKHCLGZ,"Closet Organizers and Storage,3 Pack Organization and Storage Pants-Hangers-Space-Saving,Velvet Hanger for Dorm Room for College Students Girls Boys Guys Hanging Jean Scarf",https://www.amazon.com/dp/B0BRKHCLGZ,$13.99
